mic,temperature,humidity,status
472,31,31,1
717,33,11,0
602,49,41,0
481,29,25,0
360,37,60,1
585,34,27,0
457,39,33,1
499,20,42,1
211,30,72,0
503,37,88,1
459,37,81,1
169,36,16,0
395,28,97,1
503,34,56,1
553,22,81,0
459,22,48,1
351,22,65,1
878,43,68,0
188,22,37,0
514,25,82,1
512,27,69,1
831,26,60,0
747,27,15,0
353,44,75,0
620,36,24,0
182,28,16,0
424,16,84,0
436,40,23,0
355,40,37,1
335,24,27,0
867,20,98,0
317,28,52,1
460,33,57,1
373,33,39,1
291,36,85,1
388,35,98,1
379,34,84,1
792,37,44,0
429,33,70,1
470,24,57,1
458,39,90,1
697,48,99,0
765,41,61,0
484,32,42,1
341,37,35,1
338,37,32,1
474,37,40,1
831,42,80,0
665,13,34,0
352,29,32,1
465,23,42,1
376,33,50,1
390,23,55,1
761,21,23,0
377,26,92,1
449,32,52,1
269,47,93,0
448,35,49,1
520,39,88,1
329,43,43,0
691,38,64,0
548,42,78,0
400,11,46,0
827,17,62,0
325,29,16,0
425,39,61,1
329,42,81,0
837,32,73,0
400,40,39,1
440,37,82,1
481,35,36,1
710,20,50,0
338,42,80,0
102,39,23,0
274,37,99,0
364,31,89,1
688,47,49,0
867,39,63,0
578,26,26,0
422,37,45,1
306,31,33,1
133,46,58,0
720,22,19,0
785,12,51,0
412,21,48,1
494,30,23,0
424,27,81,1
470,40,37,1
239,39,20,0
455,22,70,1
823,22,60,0
237,20,15,0
148,37,22,0
598,38,28,0
740,36,25,0
664,16,82,0
357,23,67,1
842,26,25,0
487,39,79,1
240,50,73,0
375,29,41,1
512,24,59,1
757,23,44,0
465,31,40,1
488,40,73,1
626,50,57,0
479,23,54,1
718,41,100,0
496,27,51,1
375,25,85,1
401,24,97,1
364,37,87,1
532,33,35,0
197,41,63,0
892,34,37,0
532,26,21,0
320,34,25,0
164,24,13,0
150,27,42,0
462,24,31,1
187,23,15,0
492,11,80,0
609,23,17,0
322,37,34,1
525,27,95,0
304,32,44,1
115,40,40,0
338,40,76,1
494,35,50,1
277,41,32,0
367,37,72,1
413,24,91,1
591,35,24,0
466,24,55,1
457,22,57,1
151,33,65,0
484,22,25,0
499,44,45,0
466,39,40,1
628,36,15,0
841,39,98,0
845,30,46,0
655,31,20,0
328,38,59,1
473,37,39,1
454,37,65,1
341,22,39,1
335,43,72,0
495,44,82,0
727,36,23,0
750,15,31,0
697,33,22,0
484,24,62,1
324,23,54,1
847,21,20,0
461,35,100,1
886,32,69,0
148,24,68,0
498,32,70,1
848,48,57,0
470,20,91,1
742,39,88,0
671,23,13,0
438,42,36,0
772,12,39,0
409,35,39,1
512,30,98,1
603,11,47,0
590,26,79,0
449,27,73,1
320,29,70,1
285,29,13,0
607,26,100,0
445,29,30,1
209,27,14,0
354,33,80,1
835,22,14,0
507,34,52,1
377,35,66,1
781,39,34,0
536,45,75,0
664,20,11,0
401,25,41,1
314,34,41,1
434,31,44,1
263,24,56,0
512,28,26,0
519,39,73,1
364,23,76,1
442,21,30,1
399,35,83,1
345,14,31,0
531,44,49,0
474,21,62,1
666,23,17,0
478,39,39,1
216,13,65,0
314,38,61,1
712,25,35,0
167,30,42,0
390,23,31,1
879,31,25,0
328,37,74,1
814,42,58,0
392,37,71,1
635,21,91,0
308,39,30,1
612,30,14,0
349,24,85,1
247,48,45,0
483,37,93,1
378,26,29,0
586,38,18,0
822,32,99,0
360,36,69,1
685,38,28,0
278,21,31,0
461,20,59,1
693,22,70,0
741,43,83,0
702,19,45,0
529,30,25,0
405,44,46,0
865,34,10,0
515,36,52,1
357,36,36,1
454,20,97,1
513,36,34,1
754,38,52,0
517,31,40,1
548,35,21,0
297,30,70,1
669,30,88,0
146,42,77,0
492,39,20,0
245,14,42,0
375,25,61,1
307,46,61,0
742,10,54,0
475,25,29,0
420,35,22,0
169,44,78,0
524,38,60,0
389,24,24,0
665,45,90,0
413,35,64,1
442,26,86,1
578,32,97,0
692,26,71,0
462,34,91,1
123,36,42,0
301,40,83,1
505,40,96,1
408,27,77,1
158,13,88,0
326,39,90,1
356,32,76,1
327,31,32,1
296,25,23,0
246,22,17,0
299,34,34,1
871,32,59,0
388,35,90,1
332,39,67,1
503,37,42,1
137,24,77,0
284,38,70,1
490,29,43,1
843,20,69,0
294,23,45,1
620,50,84,0
183,28,92,0
282,26,19,0
222,35,97,0
367,32,27,0
407,23,45,1
683,27,20,0
511,32,19,0
532,37,50,0
307,23,33,1
853,23,73,0
673,43,54,0
857,15,48,0
188,46,80,0
772,27,24,0
808,40,22,0
411,34,49,1
350,10,68,0
420,43,93,0
494,29,76,1
608,50,86,0
659,44,73,0
307,38,57,1
336,21,66,1
317,46,96,0
837,42,82,0
657,28,97,0
770,24,12,0
303,25,49,1
285,34,14,0
371,40,47,1
210,16,86,0
490,22,94,1
368,27,77,1
468,23,16,0
839,50,91,0
871,34,14,0
380,33,44,1
611,21,76,0
838,43,96,0
852,16,56,0
207,37,14,0
615,38,24,0
473,39,37,1
698,29,79,0
246,50,47,0
291,29,47,1
284,28,39,1
483,37,85,1
844,23,90,0
194,22,33,0
511,17,59,0
491,34,42,1
526,33,68,0
456,21,85,1
238,36,12,0
379,39,78,1
879,40,40,0
175,37,53,0
632,19,35,0
355,27,66,1
343,34,70,1
411,30,62,1
322,38,22,0
418,20,67,1
710,22,29,0
244,29,10,0
430,25,75,1
233,30,63,0
854,26,27,0
869,32,25,0
332,46,79,0
588,23,15,0
748,33,71,0
326,36,31,1
116,18,97,0
497,34,82,1
562,11,60,0
859,15,56,0
502,29,39,1
466,33,91,1
345,27,39,1
385,36,57,1
461,32,82,1
103,28,35,0
404,28,91,1
339,36,45,1
349,21,29,0
536,29,67,0
889,45,69,0
414,34,80,1
803,39,100,0
160,34,80,0
422,25,47,1
771,41,39,0
298,36,42,1
489,35,31,1
398,32,88,1
416,39,46,1
577,29,23,0
507,40,73,1
461,30,34,1
765,31,27,0
336,25,21,0
308,11,98,0
505,30,82,1
833,15,47,0
597,39,70,0
437,32,37,1
234,50,40,0
415,37,61,1
324,28,72,1
424,25,29,0
531,40,33,0
660,22,99,0
335,39,67,1
660,27,45,0
383,26,89,1
222,11,57,0
349,21,89,1
466,10,74,0
800,32,80,0
776,20,73,0
350,38,53,1
297,27,98,1
469,28,86,1
396,23,77,1
684,19,99,0
442,25,96,1
134,44,81,0
282,27,78,1
397,39,95,1
106,34,76,0
520,32,54,1
475,24,34,1
144,39,23,0
705,33,14,0
440,21,71,1
610,39,61,0
467,39,37,1
107,47,57,0
510,26,85,1
376,33,91,1
345,29,47,1
489,22,96,1
755,42,44,0
351,23,99,1
391,37,100,1
316,20,48,1
223,40,10,0
495,37,43,1
629,38,12,0
518,34,73,1
524,21,83,0
453,29,59,1
284,28,100,1
617,35,37,0
834,24,26,0
407,20,46,1
274,40,15,0
483,29,49,1
829,45,47,0
245,36,28,0
849,17,82,0
343,31,89,1
684,30,45,0
507,31,92,1
710,33,72,0
394,20,43,1
152,48,33,0
447,29,26,0
557,36,30,0
505,27,91,1
498,28,65,1
324,20,88,1
337,27,81,1
349,24,41,1
562,21,10,0
223,33,40,0
205,48,31,0
556,39,45,0
624,17,60,0
343,23,30,1
323,38,99,1
344,34,51,1
645,42,41,0
415,30,25,0
383,32,88,1
510,29,50,1
329,22,41,1
143,50,46,0
254,24,31,0
449,26,39,1
310,32,67,1
301,29,88,1
512,11,65,0
274,38,17,0
430,36,99,1
526,11,51,0
375,24,83,1
879,24,32,0
272,47,95,0
445,35,85,1
573,21,33,0
403,34,48,1
417,26,57,1
220,40,15,0
488,17,87,0
849,28,90,0
239,35,19,0
286,22,69,1
442,38,42,1
407,22,37,1
365,32,18,0
302,38,22,0
353,35,45,1
622,48,95,0
416,26,30,1
330,35,97,1
511,16,53,0
333,29,79,1
577,19,42,0
732,39,12,0
298,20,59,1
697,32,64,0
676,30,16,0
319,43,99,0
490,39,28,0
875,32,33,0
228,50,51,0
513,27,13,0
302,21,30,1
430,30,93,1
759,33,26,0
561,33,86,0
718,42,57,0
495,35,74,1
812,37,18,0
748,23,43,0
346,13,86,0
746,23,54,0
124,31,41,0
393,27,43,1
467,33,70,1
382,31,47,1
898,29,26,0
328,29,82,1
221,23,34,0
281,39,37,1
326,25,64,1
324,32,68,1
421,36,85,1
219,23,64,0
612,28,28,0
389,28,58,1
466,37,28,0
349,22,59,1
863,28,43,0
363,26,92,1
439,21,75,1
416,29,90,1
325,38,61,1
311,24,38,1
711,44,58,0
501,22,67,1
458,38,39,1
634,33,87,0
481,24,57,1
436,28,30,1
162,22,48,0
432,31,46,1
310,11,93,0
658,10,59,0
339,30,92,1
468,30,72,1
304,24,100,1
374,25,95,1
108,26,10,0
236,28,33,0
415,30,12,0
408,27,14,0
325,26,93,1
331,40,64,1
628,27,17,0
741,43,40,0
292,30,31,1
509,32,45,1
332,26,85,1
211,36,15,0
483,32,64,1
437,50,74,0
380,23,73,1
305,26,37,1
656,39,11,0
539,20,19,0
179,22,58,0
224,30,20,0
516,29,75,1
436,37,39,1
745,40,61,0
830,32,51,0
551,20,11,0
351,48,79,0
485,25,95,1
654,16,67,0
356,21,91,1
858,35,11,0
197,49,43,0
149,21,28,0
314,19,92,0
490,31,94,1
292,23,57,1
389,38,89,1
317,33,98,1
689,45,36,0
588,30,98,0
466,50,32,0
306,21,84,1
395,26,47,1
591,35,38,0
508,36,37,1
721,29,95,0
836,23,81,0
478,23,29,0
227,41,30,0
286,37,19,0
469,24,15,0
428,37,74,1
598,40,68,0
160,37,44,0
662,16,39,0
555,46,86,0
452,30,75,1
494,39,37,1
535,41,94,0
468,36,38,1
358,20,39,1
437,30,65,1
512,36,61,1
707,18,57,0
331,20,97,1
396,35,99,1
680,32,74,0
419,28,65,1
132,39,29,0
359,40,96,1
288,20,65,1
429,33,31,1
187,49,93,0
154,15,66,0
507,23,98,1
522,29,29,0
212,49,57,0
386,34,34,1
390,24,41,1
259,30,12,0
306,20,69,1
184,28,31,0
580,15,55,0
792,47,41,0
368,34,59,1
541,22,17,0
439,28,51,1
445,38,64,1
628,23,29,0
551,31,24,0
456,24,95,1
347,38,91,1
320,32,67,1
126,25,19,0
367,38,86,1
677,31,51,0
156,13,90,0
346,37,83,1
342,27,70,1
484,28,91,1
307,34,10,0
681,37,12,0
415,33,86,1
284,30,25,0
466,15,86,0
280,30,10,0
308,32,91,1
330,26,35,1
693,43,38,0
303,29,99,1
421,29,11,0
741,32,24,0
212,48,68,0
453,38,44,1
156,23,72,0
355,22,28,0
444,17,49,0
339,38,65,1
495,23,87,1
498,39,70,1
889,35,52,0
657,45,84,0
792,37,81,0
505,35,34,1
286,23,76,1
284,22,49,1
327,30,41,1
480,28,70,1
344,32,40,1
475,40,71,1
490,32,97,1
163,17,90,0
354,29,80,1
818,23,99,0
328,38,44,1
358,39,89,1
430,36,23,0
168,40,47,0
299,20,66,1
547,30,36,0
625,43,44,0
469,36,79,1
369,24,69,1
414,24,56,1
137,39,67,0
371,27,31,1
382,27,56,1
560,38,93,0
742,21,93,0
501,28,48,1
152,26,47,0
374,33,35,1
282,39,15,0
360,35,68,1
358,23,18,0
445,21,53,1
794,22,29,0
563,27,80,0
381,23,67,1
303,35,74,1
206,28,76,0
447,33,40,1
214,36,86,0
296,26,48,1
372,33,76,1
343,37,40,1
135,39,53,0
520,35,92,1
138,35,96,0
277,32,29,0
602,30,61,0
408,22,32,1
388,22,96,1
519,39,30,1
364,30,30,1
553,44,30,0
503,21,99,1
307,30,97,1
486,24,85,1
868,35,60,0
292,39,16,0
398,49,38,0
311,37,45,1
487,10,89,0
385,30,78,1
485,26,24,0
487,39,91,1
501,16,95,0
486,36,51,1
814,37,59,0
208,27,19,0
294,35,65,1
346,27,20,0
302,34,67,1
403,39,84,1
149,21,15,0
403,26,96,1
758,34,20,0
325,25,87,1
354,23,33,1
767,20,49,0
493,24,96,1
519,26,42,1
341,39,44,1
708,22,88,0
495,29,34,1
813,24,19,0
803,36,92,0
293,28,57,1
577,34,26,0
629,27,33,0
409,21,52,1
301,35,34,1
419,26,48,1
422,30,53,1
330,21,76,1
628,21,40,0
295,38,33,1
383,20,94,1
424,37,77,1
381,38,89,1
160,20,32,0
400,28,94,1
455,36,82,1
447,47,38,0
425,34,100,1
341,32,80,1
218,34,59,0
444,29,94,1
761,11,56,0
591,35,19,0
117,24,14,0
733,28,37,0
170,37,29,0
365,29,28,0
105,14,58,0
293,32,41,1
487,39,89,1
309,28,96,1
384,31,60,1
385,36,92,1
687,47,42,0
283,32,78,1
335,24,56,1
493,32,49,1
331,40,43,1
632,14,69,0
445,20,70,1
209,39,75,0
288,20,71,1
467,23,20,0
206,16,52,0
563,27,99,0
331,27,81,1
295,33,77,1
281,35,40,1
620,36,77,0
514,30,47,1
458,26,82,1
325,38,12,0
450,34,29,0
285,24,55,1
446,25,77,1
433,39,86,1
439,25,60,1
374,30,60,1
489,27,66,1
454,31,50,1
498,24,31,1
295,28,47,1
281,22,49,1
300,36,87,1
752,20,21,0
514,28,39,1
286,30,78,1
419,34,32,1
235,30,42,0
835,37,21,0
457,16,80,0
630,29,54,0
456,47,60,0
369,35,79,1
181,40,12,0
516,35,21,0
666,35,74,0
548,19,69,0
463,26,41,1
291,28,72,1
723,14,44,0
268,17,69,0
841,36,24,0
402,32,32,1
435,20,34,1
358,40,32,1
689,32,20,0
106,42,77,0
569,26,15,0
480,37,98,1
574,40,71,0
456,40,63,1
476,28,34,1
489,40,79,1
486,34,27,0
171,17,85,0
189,21,17,0
499,20,98,1
378,17,100,0
537,34,22,0
128,24,29,0
419,16,42,0
412,39,37,1
344,34,88,1
304,21,46,1
479,36,90,1
364,27,91,1
274,34,66,0
728,34,73,0
471,21,36,1
512,40,92,1
444,21,53,1
133,40,29,0
311,10,64,0
371,29,80,1
427,24,98,1
325,30,73,1
195,32,21,0
838,44,39,0
792,44,60,0
473,12,83,0
310,31,92,1
293,28,71,1
500,22,55,1
381,40,61,1
544,34,67,0
340,25,100,1
867,27,19,0
406,24,35,1
364,24,56,1
638,33,68,0
438,30,10,0
626,33,26,0
272,46,79,0
280,32,98,1
384,21,74,1
819,25,80,0
346,20,99,1
890,36,56,0
244,24,62,0
289,31,68,1
811,50,60,0
835,10,47,0
863,28,24,0
379,31,29,0
200,25,49,0
698,26,22,0
395,13,95,0
119,32,73,0
660,18,60,0
483,22,33,1
372,31,25,0
296,28,43,1
487,29,74,1
509,42,88,0
444,38,96,1
436,21,59,1
595,41,63,0
830,27,32,0
257,39,13,0
442,29,42,1
404,34,56,1
717,25,21,0
327,25,35,1
259,33,26,0
845,28,27,0
343,35,91,1
320,27,13,0
200,29,22,0
728,31,58,0
311,26,62,1
429,28,52,1
544,34,41,0
699,30,31,0
454,35,88,1
367,28,92,1
193,20,75,0
455,36,49,1
302,35,98,1
426,38,63,1
565,34,11,0
224,21,25,0
378,18,58,0
155,20,92,0
452,15,52,0
814,36,20,0
350,49,80,0
900,29,21,0
382,35,66,1
358,33,41,1
335,23,51,1
465,28,14,0
669,23,93,0
343,23,65,1
521,15,40,0
299,28,82,1
400,27,92,1
868,30,17,0
782,34,63,0
365,27,51,1
507,28,56,1
305,23,69,1
297,32,35,1
381,29,81,1
529,32,21,0
362,29,52,1
304,21,68,1
296,15,57,0
882,30,96,0
696,14,66,0
586,32,82,0
380,31,75,1
857,21,58,0
808,32,39,0
281,48,90,0
542,24,26,0
160,30,21,0
378,34,33,1
451,20,20,0
317,22,35,1
874,50,66,0
604,43,46,0
147,17,48,0
351,27,58,1
507,25,38,1
714,12,87,0
888,30,100,0
823,23,40,0
598,22,20,0
315,33,30,1
173,10,72,0
460,35,65,1
315,27,83,1
133,26,20,0
189,10,48,0
320,21,57,1
350,28,74,1
495,22,61,1
650,20,64,0
298,37,53,1
393,40,78,1
503,24,81,1
421,33,69,1
516,24,74,1
433,38,59,1
115,27,17,0
290,26,74,1
478,39,48,1
344,40,51,1
560,38,47,0
316,33,50,1
355,30,33,1
212,31,83,0
316,36,10,0
384,33,45,1
769,18,69,0
468,34,61,1
341,38,83,1
265,23,22,0
893,40,73,0
405,34,88,1
522,42,41,0
356,10,98,0
316,20,32,1
427,32,79,1
199,28,35,0
342,40,81,1
415,32,60,1
335,34,65,1
632,26,21,0
638,42,73,0
601,28,54,0
587,30,70,0
646,29,99,0
338,35,52,1
562,16,89,0
184,37,25,0
691,32,22,0
516,30,91,1
757,35,12,0
504,35,56,1
845,33,44,0
282,32,99,1
173,39,12,0
834,47,52,0
483,29,85,1
233,28,15,0
207,25,69,0
316,27,83,1
754,40,91,0
457,40,59,1
209,20,55,0
670,42,68,0
814,16,87,0
526,35,21,0
835,35,43,0
531,26,87,0
495,45,62,0
498,39,100,1
348,22,49,1
740,25,29,0
710,13,82,0
460,24,69,1
487,39,61,1
188,30,58,0
640,49,87,0
408,45,79,0
539,25,28,0
439,29,99,1
200,15,87,0
546,20,22,0
770,30,63,0
139,28,45,0
426,38,89,1
581,23,16,0
436,29,56,1
616,26,84,0
468,40,71,1
302,25,48,1
331,20,49,1
411,40,33,1
822,21,18,0
582,34,88,0
319,21,21,0
345,21,79,1
334,20,32,1
396,27,82,1
499,40,48,1
350,25,84,1
470,35,98,1
387,26,62,1
299,23,52,1
593,38,38,0
436,42,53,0
113,49,86,0
399,37,32,1
846,49,32,0
156,45,85,0
245,21,49,0
430,37,72,1
353,34,63,1
136,44,53,0
868,36,25,0
170,45,92,0
590,12,96,0
419,27,41,1
336,33,10,0
104,21,39,0
836,36,59,0
323,33,41,1
219,23,12,0
269,38,33,0
651,36,24,0
313,18,64,0
871,28,79,0
393,33,71,1
327,35,25,0
589,25,64,0
357,37,93,1
395,30,23,0
337,37,59,1
466,38,22,0
221,36,100,0
615,49,41,0
360,41,82,0
336,35,95,1
175,15,60,0
112,34,46,0
343,21,71,1
489,38,34,1
438,37,76,1
284,50,61,0
848,34,27,0
109,37,22,0
515,28,56,1
697,23,15,0
433,26,97,1
643,30,19,0
397,20,75,1
398,28,61,1
307,37,95,1
458,41,85,0
354,22,80,1
697,38,80,0
451,23,45,1
404,30,34,1
566,26,59,0
764,49,31,0
196,11,75,0
845,39,20,0
288,25,52,1
825,25,83,0
494,40,51,1
213,21,29,0
322,20,70,1
103,35,80,0
665,35,53,0
292,26,35,1
404,25,41,1
586,46,69,0
313,31,22,0
658,33,98,0
893,17,94,0
353,20,100,1
211,23,58,0
203,31,60,0
550,49,85,0
878,27,73,0
230,19,42,0
746,33,55,0
107,29,34,0
369,27,27,0
548,25,84,0
377,36,27,0
740,36,27,0
748,24,65,0
344,37,69,1
509,29,60,1
748,34,14,0
818,38,39,0
331,30,69,1
403,32,41,1
485,34,83,1
320,26,16,0
306,31,88,1
865,29,21,0
408,31,22,0
458,35,37,1
639,18,37,0
344,24,52,1
513,38,69,1
696,29,67,0
397,21,88,1
841,21,20,0
615,32,88,0
493,23,57,1
465,22,36,1
414,30,70,1
370,25,11,0
649,41,33,0
363,34,45,1
805,50,65,0
443,22,75,1
403,38,80,1
895,26,25,0
824,38,85,0
111,39,30,0
794,24,63,0
725,35,25,0
600,19,31,0
293,36,86,1
351,49,39,0
289,22,81,1
287,35,66,1
276,50,99,0
891,20,96,0
187,45,68,0
713,46,67,0
742,20,12,0
444,40,18,0
520,38,37,1
595,22,18,0
501,23,79,1
420,33,44,1
334,31,16,0
481,20,69,1
868,15,99,0
175,33,59,0
380,31,54,1
406,50,73,0
740,18,80,0
373,26,31,1
322,27,78,1
586,15,100,0
178,36,16,0
454,33,57,1
310,39,36,1
297,21,87,1
495,38,95,1
845,25,96,0
801,36,40,0
350,23,64,1
315,39,34,1
356,30,76,1
147,28,15,0
291,40,31,1
493,26,41,1
301,41,72,0
529,30,21,0
282,27,16,0
307,31,55,1
462,32,87,1
882,26,29,0
667,12,81,0
477,22,78,1
705,36,16,0
231,14,95,0
518,31,92,1
760,27,72,0
351,21,56,1
700,22,72,0
806,19,91,0
173,39,18,0
396,28,70,1
423,33,50,1
488,35,48,1
310,29,71,1
346,24,85,1
578,39,19,0
330,34,64,1
389,37,79,1
488,39,80,1
402,43,71,0
630,37,27,0
320,24,75,1
483,31,21,0
401,24,40,1
287,28,48,1
851,30,90,0
626,50,77,0
104,41,58,0
433,32,82,1
192,21,88,0
476,37,57,1
350,20,70,1
816,33,61,0
764,18,49,0
270,26,15,0
500,38,100,1
873,46,35,0
843,44,94,0
223,13,40,0
413,28,56,1
280,33,67,1
419,21,96,1
367,33,83,1
318,20,52,1
284,34,79,1
490,35,89,1
365,14,69,0
300,28,47,1
471,22,74,1
192,16,48,0
368,37,89,1
315,36,82,1
424,37,41,1
296,36,38,1
350,21,46,1
723,33,88,0
439,34,71,1
366,36,34,1
237,38,22,0
477,21,34,1
282,36,42,1
323,21,75,1
345,33,87,1
322,35,74,1
455,37,99,1
344,34,72,1
468,21,42,1
492,37,52,1
705,13,34,0
409,28,36,1
227,31,90,0
299,39,36,1
514,34,66,1
163,11,57,0
809,23,84,0
508,30,98,1
285,22,47,1
354,30,52,1
318,21,91,1
369,22,59,1
394,40,47,1
345,21,70,1
207,37,71,0
784,30,73,0
373,24,97,1
379,30,37,1
153,24,21,0
129,40,25,0
803,10,64,0
455,25,37,1
834,33,97,0
446,22,57,1
397,34,34,1
439,28,53,1
745,20,21,0
825,38,13,0
786,33,20,0
451,14,94,0
299,33,29,0
440,31,76,1
399,36,54,1
300,31,41,1
640,30,44,0
325,31,75,1
521,30,62,0
486,26,69,1
135,28,90,0
808,25,73,0
470,37,46,1
376,31,58,1
452,35,96,1
243,25,55,0
614,24,37,0
403,21,66,1
426,32,88,1
463,36,30,1
367,38,90,1
371,28,78,1
707,40,72,0
758,31,71,0
889,20,46,0
894,24,20,0
700,18,47,0
555,27,50,0
353,25,38,1
754,28,83,0
431,37,64,1
196,24,29,0
395,25,74,1
802,35,89,0
774,25,75,0
383,27,76,1
438,40,43,1
338,20,88,1
750,27,21,0
541,31,58,0
144,50,57,0
109,35,63,0
475,20,72,1
386,39,84,1
813,37,45,0
717,49,55,0
466,32,70,1
256,25,27,0
423,44,36,0
379,31,58,1
879,30,44,0
412,24,16,0
336,34,83,1
325,13,75,0
601,43,75,0
321,37,76,1
296,40,16,0
355,34,35,1
517,24,33,1
294,38,34,1
447,35,69,1
311,24,94,1
432,39,64,1
671,19,84,0
314,33,83,1
366,28,45,1
484,26,74,1
393,38,33,1
311,34,88,1
235,27,23,0
409,35,63,1
486,14,76,0
223,29,16,0
507,30,75,1
517,35,43,1
351,50,37,0
418,31,91,1
479,22,90,1
326,36,90,1
445,47,35,0
872,15,50,0
424,25,72,1
699,22,45,0
472,25,41,1
670,34,91,0
438,13,44,0
307,30,44,1
328,21,33,1
538,10,48,0
257,33,71,0
361,24,45,1
807,33,59,0
135,40,17,0
457,36,99,1
472,29,80,1
443,22,93,1
497,37,93,1
878,39,30,0
499,49,99,0
204,40,22,0
467,28,81,1
363,39,59,1
427,22,68,1
455,22,85,1
741,15,39,0
765,22,70,0
514,22,46,1
377,32,33,1
421,30,77,1
611,12,49,0
327,20,53,1
313,34,60,1
301,38,50,1
529,25,29,0
509,47,60,0
409,38,93,1
352,35,89,1
454,40,44,1
458,25,88,1
489,19,82,0
367,20,17,0
752,15,39,0
397,33,95,1
716,34,76,0
472,22,95,1
330,40,93,1
360,21,81,1
352,35,96,1
517,37,63,1
349,29,79,1
486,39,74,1
451,22,73,1
512,32,16,0
152,21,21,0
419,38,67,1
326,30,46,1
289,21,44,1
322,43,86,0
501,24,61,1
149,28,28,0
588,40,19,0
566,30,58,0
513,40,94,1
495,46,68,0
508,36,62,1
359,31,41,1
662,35,17,0
334,34,58,1
387,26,49,1
161,39,67,0
410,32,55,1
392,24,65,1
736,28,21,0
153,24,49,0
292,28,90,1
470,23,89,1
671,27,26,0
344,36,23,0
205,20,53,0
511,17,96,0
382,24,69,1
464,25,45,1
380,23,46,1
268,36,11,0
810,10,60,0
180,40,11,0
714,19,48,0
446,35,41,1
754,14,73,0
710,36,86,0
448,27,97,1
432,27,56,1
760,30,17,0
481,39,70,1
495,33,49,1
513,39,57,1
502,22,86,1
292,24,95,1
318,31,61,1
360,27,76,1
592,12,39,0
217,22,85,0
458,30,43,1
436,30,33,1
409,38,53,1
753,31,33,0
765,28,16,0
677,34,33,0
205,22,81,0
706,41,77,0
303,40,73,1
396,17,41,0
473,37,48,1
422,25,17,0
373,31,40,1
340,28,82,1
331,30,40,1
381,28,33,1
818,16,63,0
309,21,40,1
371,36,85,1
120,44,97,0
391,28,19,0
480,37,91,1
409,30,49,1
442,19,35,0
493,32,28,0
403,25,99,1
332,24,95,1
197,23,49,0
294,36,100,1
158,23,68,0
599,39,92,0
720,47,57,0
287,20,35,1
732,24,38,0
766,30,64,0
573,46,67,0
562,22,88,0
445,24,78,1
467,40,37,1
302,36,72,1
805,39,21,0
498,38,99,1
479,39,42,1
233,36,10,0
686,40,67,0
294,37,45,1
513,39,12,0
368,38,20,0
642,26,12,0
695,39,24,0
496,23,90,1
174,27,21,0
627,30,50,0
434,21,82,1
490,33,52,1
368,24,17,0
318,38,46,1
265,20,25,0
317,22,70,1
506,38,43,1
452,33,38,1
546,29,26,0
346,33,90,1
515,25,82,1
411,10,35,0
521,36,19,0
389,27,48,1
426,25,78,1
174,28,21,0
367,26,43,1
304,38,40,1
222,45,43,0
388,37,32,1
441,22,54,1
519,24,97,1
251,48,78,0
777,12,84,0
545,21,25,0
426,33,46,1
486,25,57,1
150,27,28,0
762,16,60,0
503,31,100,1
860,30,11,0
479,10,69,0
656,42,66,0
425,39,37,1
498,29,56,1
182,24,89,0
632,39,54,0
436,32,74,1
510,38,47,1
589,46,31,0
579,33,23,0
339,21,93,1
302,39,78,1
395,20,58,1
730,36,20,0
297,38,46,1
466,26,74,1
440,33,99,1
657,32,14,0
761,26,87,0
308,31,54,1
597,34,16,0
382,13,89,0
456,20,36,1
372,32,45,1
296,33,40,1
115,20,25,0
322,25,30,1
627,48,70,0
684,39,66,0
584,33,95,0
514,26,13,0
889,21,83,0
382,33,94,1
457,20,88,1
834,30,78,0
869,45,89,0
525,26,19,0
286,30,31,1
425,22,92,1
773,30,15,0
422,27,28,0
890,42,51,0
575,29,79,0
673,28,27,0
202,29,20,0
794,21,25,0
417,34,93,1
868,45,58,0
126,25,68,0
416,25,82,1
393,38,91,1
426,21,68,1
685,31,25,0
328,21,40,1
854,35,83,0
311,32,63,1
332,26,97,1
465,20,88,1
468,28,77,1
567,23,54,0
841,33,80,0
348,27,49,1
807,33,40,0
317,32,78,1
739,27,26,0
407,12,56,0
868,21,33,0
312,21,41,1
399,37,48,1
382,21,41,1
210,26,37,0
370,14,31,0
451,38,98,1
639,37,47,0
590,26,45,0
518,26,64,1
454,31,30,1
284,30,47,1
897,25,41,0
422,32,69,1
553,49,73,0
293,38,76,1
813,26,28,0
317,31,56,1
853,20,37,0
316,20,71,1
677,35,55,0
748,48,43,0
491,22,33,1
408,31,65,1
462,39,87,1
363,29,49,1
399,38,62,1
497,39,85,1
496,28,19,0
493,38,47,1
363,28,63,1
554,28,70,0
286,20,36,1
302,23,57,1
345,29,74,1
445,23,43,1
175,18,82,0
421,27,44,1
481,29,55,1
391,23,61,1
365,37,48,1
311,44,66,0
308,26,45,1
404,21,81,1
408,32,97,1
394,20,87,1
664,13,98,0
383,29,40,1
262,17,59,0
301,27,50,1
307,28,85,1
439,23,73,1
427,20,38,1
833,35,33,0
379,29,78,1
188,27,51,0
405,28,85,1
426,23,84,1
344,38,70,1
389,24,72,1
633,20,17,0
102,46,97,0
554,39,29,0
268,24,18,0
445,21,66,1
881,49,96,0
444,29,76,1
557,34,20,0
520,38,89,1
405,26,52,1
308,23,57,1
821,25,24,0
384,25,46,1
